,bank.type,bank.value,website.type,website.value,isin.type,isin.value,viafid.type,viafid.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,gid.type,gid.value,deathyear.datatype,deathyear.type,deathyear.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,owner.type,owner.value,parent.type,parent.value,permid.type,permid.value,lei.type,lei.value
132,uri,http://www.wikidata.org/entity/Q806703,uri,https://www.banqueducanada.ca/,,,literal,144205742,en,literal,Bank of Canada,en,literal,Canada's central bank,en,literal,Canada,,,,,,fr,literal,"Banque du canada, Banque Du Canada",,,,,,,,
133,uri,http://www.wikidata.org/entity/Q4891589,,,,,literal,8141149296294580670003,en,literal,Bergens Sparebank,en,literal,former Norwegian bank,en,literal,Norway,,,,,,,,,,,,,,,,
134,uri,http://www.wikidata.org/entity/Q6818441,,,,,,,en,literal,Merchants National Bank,en,literal,"bank building in Winona, Minnesota, United States",en,literal,United States of America,,,,,,,,,,,,,,,,
135,uri,http://www.wikidata.org/entity/Q806689,uri,https://www.bankofireland.com/,literal,IE00BD1RP616,literal,144252945,en,literal,Bank of Ireland,en,literal,commercial bank operating in Ireland,en,literal,Republic of Ireland,,,,,,en,literal,Bank of Ireland Group plc,,,,,,,,
136,uri,http://www.wikidata.org/entity/Q735261,uri,https://www.rbc.com/,literal,CA7800871021,literal,143038350,en,literal,Royal Bank of Canada,en,literal,financial institution in Canada,en,literal,Canada,,,,,,en,literal,"RBC, RBC Financial Group, RBC Royal Bank",,,,,literal,8589934213,,
137,uri,http://www.wikidata.org/entity/Q6818440,,,,,,,en,literal,Merchants National Bank,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
138,uri,http://www.wikidata.org/entity/Q6127333,,,,,literal,316597860,en,literal,Jamaica Savings Bank,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
139,uri,http://www.wikidata.org/entity/Q2020649,uri,http://www.nib.int/,,,literal,142746231,en,literal,Nordic Investment Bank,en,literal,"the joint international financial institution of Denmark, Finland, Iceland, Norway, and Sweden",en,literal,Norway,,,,,,es,literal,Banco Nordico de Inversiones,,,,,,,literal,213800HYL1S7VAXG6Z48
140,uri,http://www.wikidata.org/entity/Q4856059,,,,,literal,154699342,en,literal,Bank of British North America,en,literal,bank in former British colonies and territories that now comprise Canada,en,literal,Canada,,,,,,,,,,,,,,,,
141,uri,http://www.wikidata.org/entity/Q1360087,uri,http://www.laurentianbank.com/,literal,CA51925D1069,literal,155877318,en,literal,Laurentian Bank of Canada,en,literal,bank in the Canadian province of Quebec,en,literal,Canada,,,,,,fr,literal,"Banque d'épargne de la cité du district de Montréal, Banque d'Épargne de la Cité et du District, Banque d'épargne de la cité et du district de Montréal, Banque d'épargne de Montreal, Banque d'épargne de Montréal, Banque Laurentienne du Canada, La banque laurentienne",,,,,,,,
142,uri,http://www.wikidata.org/entity/Q5435681,,,,,,,en,literal,"Farmer's Bank of York, Upper Canada",,,,en,literal,Canada,,,,,,,,,,,,,,,,
143,uri,http://www.wikidata.org/entity/Q1080670,uri,http://www.tdcanadatrust.com,,,,,en,literal,TD Canada Trust,en,literal,Canadian commercial banking company,en,literal,Canada,,,,,,,,,uri,http://www.wikidata.org/entity/Q1194832,,,,,,
144,uri,http://www.wikidata.org/entity/Q6476906,uri,https://www.lmcu.org/,,,,,en,literal,Lake Michigan Credit Union,en,literal,American credit union,en,literal,United States of America,,,,,,en,literal,"Grand Rapids Teachers Credit Union, LMCU",,,,,literal,5001328515,literal,549300YB1H2FRI6JPM51
145,uri,http://www.wikidata.org/entity/Q490611,uri,http://www.depfa.com/,literal,IE0072559994,literal,240532050,en,literal,Depfa Bank,,,,en,literal,Republic of Ireland,,,,,,de,literal,"DEPFA, Depfa Bank plc, Depfa Plc, Deutsche Pfandbriefanstalt",,,,,,,,
146,uri,http://www.wikidata.org/entity/Q6182858,,,,,,,en,literal,Jerome National Bank,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
147,uri,http://www.wikidata.org/entity/Q2660418,uri,http://www.smbc.co.jp/,,,literal,145762586,en,literal,Sumitomo Mitsui Banking Corporation,en,literal,Japanese multinational banking and financial services company,en,literal,Japan,,,,,,en,literal,SMBC,uri,http://www.wikidata.org/entity/Q2094989,,,,,literal,5U0XI89JRFVHWIBS4F54
148,uri,http://www.wikidata.org/entity/Q6818426,,,,,,,en,literal,Merchants' National Bank,,,,en,literal,United States of America,,,,,,,,,,,,,,,,
149,uri,http://www.wikidata.org/entity/Q6518782,,,,,,,en,literal,Lehi Commercial and Savings Bank-Lehi Hospital,en,literal,"hospital in Utah, United States",en,literal,United States of America,,,,,,,,,,,,,,,,
150,uri,http://www.wikidata.org/entity/Q806693,uri,http://www.bmo.com/,literal,CA0636711016,literal,128949090,en,literal,Bank of Montreal,en,literal,Canadian investment bank,en,literal,Canada,,,,,,en,literal,"BMO, BMO Bank of Montreal, BMO Financial Group",,,,,literal,4295860596,,
151,uri,http://www.wikidata.org/entity/Q2933348,uri,https://www.uni.ca/,,,literal,154729859,en,literal,UNI Financial Cooperation,en,literal,"collective of Francophone credit unions based in New Brunswick, Canada",en,literal,Canada,,,,,,en,literal,Credit Union Acadian Ltd.,,,,,,,,
152,uri,http://www.wikidata.org/entity/Q1642179,uri,https://aib.ie/,literal,IE00BYSZ9G33,literal,132835668,en,literal,Allied Irish Banks,en,literal,commercial bank in Ireland,en,literal,Republic of Ireland,,,,,,en,literal,"AIB, AIB Bank, AIB Group, Allied Irish Banks Limited AIB Group, Allied Irish Banks plc",uri,http://www.wikidata.org/entity/Q1672817,,,,,,
153,uri,http://www.wikidata.org/entity/Q3530540,,,,,literal,254193180,fr,literal,Tokyo Sowa Bank,,,,en,literal,Japan,literal,/g/12156nnd,,,,fr,literal,"Tokyo Star Bank, Tokyo Sowa, Tokyo Sowa Ginko, Tōkyō Sowa Ginkō",,,,,,,literal,5493005IUJMD4OXQYW12
154,uri,http://www.wikidata.org/entity/Q666694,uri,http://www.cibc.com,literal,CA1360691010,literal,133608301,en,literal,Canadian Imperial Bank of Commerce,en,literal,Canadian banking institution,en,literal,Canada,,,,,,en,literal,CIBC,,,,,literal,4295860600,,
155,uri,http://www.wikidata.org/entity/Q746428,uri,https://www.aichibank.co.jp,,,literal,259747142,en,literal,Aichi Bank,en,literal,company,en,literal,Japan,,,,,,,,,,,,,,,literal,353800ZI732QIENETJ94
156,uri,http://www.wikidata.org/entity/Q1421630,uri,http://www.handelsbanken.com,literal,SE0000193120,literal,125498310,en,literal,Handelsbanken,en,literal,Swedish bank,en,literal,Norway,,,,,,en,literal,"Svenska Handelsbanken AB, SVENSKA HANDELSBANKEN AB - SVEX, SVEX",,,,,,,,
157,uri,http://www.wikidata.org/entity/Q1421630,uri,http://www.handelsbanken.se,literal,SE0000193120,literal,125498310,en,literal,Handelsbanken,en,literal,Swedish bank,en,literal,Norway,,,,,,en,literal,"Svenska Handelsbanken AB, SVENSKA HANDELSBANKEN AB - SVEX, SVEX",,,,,,,,
158,uri,http://www.wikidata.org/entity/Q2882996,,,,,literal,153557448,en,literal,Banque d'Hochelaga,en,literal,Defunct Canadian bank,en,literal,Canada,,,,,,,,,,,,,,,,
159,uri,http://www.wikidata.org/entity/Q7187818,uri,http://arabic.leumi.co.il,,,,,en,literal,Arab Israel Bank,,,,en,literal,Israel,,,http://www.w3.org/2001/XMLSchema#integer,literal,2015,,,,,,uri,http://www.wikidata.org/entity/Q806641,,,,
160,uri,http://www.wikidata.org/entity/Q47502435,,,,,literal,266009542,en,literal,Banco Crédito Agrícola de Cartago,en,literal,defunct Costa Rician commercial bank,en,literal,Costa Rica,literal,/g/11d_d5w40z,http://www.w3.org/2001/XMLSchema#integer,literal,2017,es,literal,Bancrédito,,,,,,,,
161,uri,http://www.wikidata.org/entity/Q5942921,uri,http://mebank.ir/,,,,,en,literal,Mehr Economics Bank,en,literal,Iranian financial and credit institution,en,literal,Iran,literal,/g/12dpx45vr,,,,,,,,,,,,,,
162,uri,http://www.wikidata.org/entity/Q81782924,uri,https://www.bancofie.com.bo/,,,,,en,literal,Fie Bank,en,literal,Bolivian banking institution,en,literal,Bolivia,,,,,,es,literal,Banco para el Fomento a Iniciativas Economicas S.A.,,,,,,,,
163,uri,http://www.wikidata.org/entity/Q16489455,uri,http://www.popularenlinea.com,,,,,en,literal,Banco Popular Dominicano,en,literal,Dominican Republic banking company,en,literal,Dominican Republic,literal,/g/119pgc49v,,,,,,,,,,,,,,
164,uri,http://www.wikidata.org/entity/Q12199358,,,,,,,,literal,Q12199358,,,,en,literal,Iran,literal,/g/121x_t3q,,,,,,,,,,,,,,
165,uri,http://www.wikidata.org/entity/Q6537476,,,,,,,,literal,Q6537476,,,,en,literal,Iran,literal,/g/120x673w,,,,,,,,,,,,,,
166,uri,http://www.wikidata.org/entity/Q62054564,uri,https://www.bancontinental.com.py/,,,,,en,literal,Banco Continental,en,literal,financial institution in Paraguay,en,literal,Paraguay,,,,,,en,literal,"Continental Bank, Banco Continental S.A.E.C.A.",,,,,,,,
167,uri,http://www.wikidata.org/entity/Q70090160,,,,,,,en,literal,Bank Of Maharashtra Maharashtra Gramin Bank branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
168,uri,http://www.wikidata.org/entity/Q19288416,uri,https://www.corporacionbi.com/,,,literal,312864491,en,literal,Banco Industrial Guatemala,en,literal,High Rise Bank in Guatemala City,en,literal,Guatemala,literal,/g/11b75f814d,,,,es,literal,Corporacion BI,,,,,,,,
169,uri,http://www.wikidata.org/entity/Q81788241,uri,https://www.bg.com.bo/,,,,,en,literal,Banco Ganadero,en,literal,Bolivian banking institution,en,literal,Bolivia,,,,,,,,,,,,,,,,
170,uri,http://www.wikidata.org/entity/Q21044226,uri,https://www.bnb.com.bo,,,literal,142057087,en,literal,National Bank of Bolivia,en,literal,Bolivian banking institution,en,literal,Bolivia,literal,/g/11b8t66plv,,,,es,literal,BNB,,,,,,,,
171,uri,http://www.wikidata.org/entity/Q5961680,,,,,,,en,literal,Tourism Bank,en,literal,Iranian banking and financial services corporation,en,literal,Iran,literal,/g/12214s_8,,,,,,,,,,,,,,
172,uri,http://www.wikidata.org/entity/Q99196579,uri,https://www.banpais.hn/,,,,,en,literal,BANPAIS,en,literal,honduran Bank,en,literal,Honduras,,,,,,en,literal,"Banco del País, Banpaís",,,,,,,,
173,uri,http://www.wikidata.org/entity/Q62122344,uri,https://www.bancodelaustro.com/,,,,,en,literal,Banco del Austro,en,literal,bank in Ecuador,en,literal,Ecuador,,,,,,,,,,,,,,,,
174,uri,http://www.wikidata.org/entity/Q549445,uri,http://www.bt.com.tn/,,,literal,153899462,en,literal,Banque de Tunisie,en,literal,Tunisian bank,en,literal,Tunisia,,,,,,,,,,,,,,,,
175,uri,http://www.wikidata.org/entity/Q5941033,uri,http://en.shahr-bank.ir/,,,,,en,literal,Shahr Bank,en,literal,Iranian banking and financial services corporation,en,literal,Iran,literal,/g/1224zkgn,,,,en,literal,"Bank Shahr, City Bank Of Iran",,,,,,,,
176,uri,http://www.wikidata.org/entity/Q188822,uri,https://www.adb.org/,,,literal,135648461,en,literal,Asian Development Bank,en,literal,regional development bank,en,literal,Philippines,,,,,,en,literal,ADB,,,,,,,,
177,uri,http://www.wikidata.org/entity/Q62118746,uri,https://www.bancosol.com.bo/,,,literal,150653876,en,literal,Sun Bank,en,literal,Bolivian banking institution,en,literal,Bolivia,,,,,,de,literal,Banco Solidario,,,,,,,,
178,uri,http://www.wikidata.org/entity/Q12404665,,,,,literal,154048779,,literal,Q12404665,,,,en,literal,Israel,,,,,,,,,,,,,,,,
179,uri,http://www.wikidata.org/entity/Q18644008,uri,https://www.colpatria.com,,,,,de,literal,Grupo Colpatria,de,literal,kolumbianische Finanzholding,en,literal,Colombia,literal,/g/11b6gld8cz,,,,,,,,,,,,,,
180,uri,http://www.wikidata.org/entity/Q20013358,uri,https://www.bancoagrario.gov.co,,,,,en,literal,Agricultural Bank of Colombia,en,literal,Colombian bank,en,literal,Colombia,literal,/g/11b77mv14q,,,,,,,,,,,,,,
181,uri,http://www.wikidata.org/entity/Q70090157,,,,,,,en,literal,Bank Of Maharashtra Coastal Local Area Bank Ltd branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
182,uri,http://www.wikidata.org/entity/Q7233625,uri,http://www.postbank.ir/,literal,IRO1BPST0007,,,en,literal,Post Bank of Iran,en,literal,Iranian post banking and financial services corporation,en,literal,Iran,,,,,,,,,,,,,,,,
183,uri,http://www.wikidata.org/entity/Q70090143,,,,,,,en,literal,Bank Of Maharashtra Kurudwadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
184,uri,http://www.wikidata.org/entity/Q70090136,,,,,,,en,literal,Bank Of Maharashtra Thulluru branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
185,uri,http://www.wikidata.org/entity/Q70090141,,,,,,,en,literal,Bank Of Maharashtra Shiroli Pulachi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
186,uri,http://www.wikidata.org/entity/Q70090155,,,,,,,en,literal,Bank Of Maharashtra Neft Routing Branch branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
187,uri,http://www.wikidata.org/entity/Q17749848,uri,https://www.popularenlinea.fi.cr/bpop/,,,,,,literal,Q17749848,,,,en,literal,Costa Rica,,,,,,,,,,,,,,,,
188,uri,http://www.wikidata.org/entity/Q70090151,,,,,,,en,literal,Bank Of Maharashtra Bhambora branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
189,uri,http://www.wikidata.org/entity/Q70090148,,,,,,,en,literal,Bank Of Maharashtra Civil Hospital Sangli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
190,uri,http://www.wikidata.org/entity/Q110613714,,,,,,,,literal,Q110613714,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
191,uri,http://www.wikidata.org/entity/Q110613755,,,,,,,,literal,Q110613755,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
192,uri,http://www.wikidata.org/entity/Q110613781,,,,,,,,literal,Q110613781,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
193,uri,http://www.wikidata.org/entity/Q110613821,,,,,,,,literal,Q110613821,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
194,uri,http://www.wikidata.org/entity/Q110613859,,,,,,,,literal,Q110613859,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
195,uri,http://www.wikidata.org/entity/Q110613882,,,,,,,,literal,Q110613882,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
196,uri,http://www.wikidata.org/entity/Q110613939,,,,,,,,literal,Q110613939,,,,en,literal,Iraq,,,,,,,,,,,,,,,,
197,uri,http://www.wikidata.org/entity/Q7775588,uri,http://www.banmujer.gob.ve,,,,,en,literal,The Women's Development Bank,en,literal,woman's services organization in Venezuela,en,literal,Venezuela,,,,,,,,,,,,,,,,
198,uri,http://www.wikidata.org/entity/Q7187667,uri,http://www.bankmassad.co.il,,,,,en,literal,Bank Massad,en,literal,Israeli banking institution,en,literal,Israel,literal,/g/121b6wkk,,,,,,,,,uri,http://www.wikidata.org/entity/Q2777497,,,,
199,uri,http://www.wikidata.org/entity/Q16826675,uri,http://www.bcp.com.bo,,,,,en,literal,Banco de Crédito de Bolivia,en,literal,Bolivian bank,en,literal,Bolivia,,,,,,en,literal,BCP,,,,,,,,
200,uri,http://www.wikidata.org/entity/Q62118592,uri,https://www.fassil.com.bo/,,,,,en,literal,Banco Fassil,en,literal,Bolivian financial institution,en,literal,Bolivia,,,,,,de,literal,"Banco Fassil S.A., Fassil Bank",,,,,,,,
201,uri,http://www.wikidata.org/entity/Q188567,uri,https://grameenbank.org/,,,literal,129031176,en,literal,Grameen Bank,en,literal,microfinance organization and community development bank,en,literal,Bangladesh,,,,,,de,literal,Grameen-Bank,,,,,,,,
202,uri,http://www.wikidata.org/entity/Q26250269,uri,https://www.bmsc.com.bo,,,,,en,literal,Santa Cruz Mercantile Bank,en,literal,Bolivian financial institution,en,literal,Bolivia,literal,/g/11c4b69zy9,,,,es,literal,"Banco Mercantil, BMSC",,,,,,,,
203,uri,http://www.wikidata.org/entity/Q10862583,,,,,,,en,literal,Middle East bank,en,literal,"MEB operates primarily as a wholesale bank, focusing mainly on corporate clients and specialized credit products.",en,literal,Iran,literal,/g/125_f0y1l,,,,en,literal,khavare miyane,,,,,,,,
204,uri,http://www.wikidata.org/entity/Q7820959,uri,http://www.tdb.to,,,literal,150377878,en,literal,Tonga Development Bank,en,literal,Bank,en,literal,Tonga,,,,,,en,literal,TDB,,,,,,,,
205,uri,http://www.wikidata.org/entity/Q21007004,uri,http://www.banplus.com/,,,,,en,literal,Banplus,en,literal,private bank in Venezuela,en,literal,Venezuela,literal,/g/11b8c45j3g,,,,,,,,,,,,,,
206,uri,http://www.wikidata.org/entity/Q806483,uri,https://www.bangkokbank.com/,literal,TH0001010014,literal,146028748,en,literal,Bangkok Bank,en,literal,financial institution in Thailand,en,literal,Thailand,,,,,,en,literal,Bangkok Bank Public Company Limited,,,,,literal,4295893055,,
207,uri,http://www.wikidata.org/entity/Q15159998,uri,https://www.finabanknv.com/,,,,,en,literal,FinaBank,en,literal,Suriname bank,en,literal,Suriname,literal,/g/1yglpv6rm,,,,,,,,,,,,,,
208,uri,http://www.wikidata.org/entity/Q66738085,,,,,,,en,literal,Surinaamse Postspaarbank,,,,en,literal,Suriname,,,,,,,,,,,,,,,,
209,uri,http://www.wikidata.org/entity/Q81787643,uri,https://www.bancofortaleza.com.bo/,,,,,en,literal,Banco Fortaleza,en,literal,Bolivian Financial Institution,en,literal,Bolivia,,,,,,,,,,,,,,,,
210,uri,http://www.wikidata.org/entity/Q60741329,,,,,,,en,literal,Future Bank,en,literal,"commercial bank that was based in Manama, Bahrain",en,literal,Iran,literal,/g/11fd6dfcq3,,,,,,,uri,http://www.wikidata.org/entity/Q806640,,,,,,
211,uri,http://www.wikidata.org/entity/Q60741329,,,,,,,en,literal,Future Bank,en,literal,"commercial bank that was based in Manama, Bahrain",en,literal,Iran,literal,/g/11fd6dfcq3,,,,,,,uri,http://www.wikidata.org/entity/Q2882608,,,,,,
212,uri,http://www.wikidata.org/entity/Q60741329,,,,,,,en,literal,Future Bank,en,literal,"commercial bank that was based in Manama, Bahrain",en,literal,Iran,literal,/g/11fd6dfcq3,,,,,,,uri,http://www.wikidata.org/entity/Q18746438,,,,,,
213,uri,http://www.wikidata.org/entity/Q25632240,uri,https://www.khanbank.com/,,,,,en,literal,Khan Bank,en,literal,Mongolian bank,en,literal,Mongolia,,,,,,en,literal,"Khan Bank LLC, Khan Bank of Mongolia",,,uri,http://www.wikidata.org/entity/Q11565940,,,,
214,uri,http://www.wikidata.org/entity/Q22080892,uri,http://www.mellatib.com/,,,,,en,literal,Mellat Investment Bank,en,literal,financial services company,en,literal,Iran,literal,/g/11bw1y00rj,,,,en,literal,"MIB, Mellat Investment, MIB Bank",,,uri,http://www.wikidata.org/entity/Q4855944,,,,
215,uri,http://www.wikidata.org/entity/Q690739,uri,http://www.biat.com.tn/,,,,,en,literal,Arab International Bank of Tunisia,en,literal,Tunisian Bank,en,literal,Tunisia,,,,,,en,literal,Banque Internationale Arabe de Tunisie,,,,,,,,
216,uri,http://www.wikidata.org/entity/Q7181243,,,,,,,,literal,Q7181243,,,,en,literal,Saudi Arabia,literal,/g/1224mymc,http://www.w3.org/2001/XMLSchema#integer,literal,1996,,,,,,,,,,,
217,uri,http://www.wikidata.org/entity/Q12184636,uri,http://www.jordanislamicbank.com,,,,,en,literal,Jordan Islamic Bank,,,,en,literal,Jordan,literal,/g/1224n7cr,,,,,,,,,,,,,,
218,uri,http://www.wikidata.org/entity/Q5152468,uri,https://www.combank.lk/,,,literal,143280446,en,literal,Commercial Bank of Ceylon,en,literal,Sri Lankan commercial bank,en,literal,Sri Lanka,,,,,,en,literal,"CBC, ComBank",,,,,,,,
219,uri,http://www.wikidata.org/entity/Q1518238,uri,https://www.alahli.com,literal,SA13L050IE10,,,en,literal,The Saudi National Bank,en,literal,Bank,en,literal,Saudi Arabia,literal,/g/11dykpjwj,,,,en,literal,National Commercial Bank,,,,,,,,
220,uri,http://www.wikidata.org/entity/Q12184639,uri,https://www.YCB.com.ye,,,,,en,literal,Yemen Commercial Bank,de,literal,Geschäftsbetrieb im Jemen,en,literal,Yemen,literal,/g/121sx83v,,,,,,,,,,,,,,
221,uri,http://www.wikidata.org/entity/Q4075821,uri,http://www.bakai.kg,,,,,,literal,Q4075821,,,,en,literal,Kyrgyzstan,literal,/g/1216xgt0,,,,,,,,,,,,,,
222,uri,http://www.wikidata.org/entity/Q7598199,uri,https://www.sc.com/,,,,,en,literal,Standard Chartered Bank Nepal,en,literal,bank in Nepal,en,literal,Nepal,,,,,,en,literal,Standard Chartered Bank Limited,,,,,,,,
223,uri,http://www.wikidata.org/entity/Q70088641,,,,,,,en,literal,Bank Of Maharashtra Asset Recovery Branch Mumbai branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
224,uri,http://www.wikidata.org/entity/Q3046561,uri,https://www.pbebank.com,,,,,en,literal,Public Bank Berhad,en,literal,"bank based in Kuala Lumpur, Malaysia",en,literal,Malaysia,,,,,,,,,,,,,,,,
